"","gene_id","sample_1","sample_2","status","value_1","value_2","log2_fold_change","test_stat","p_value","q_value","significant"
"201537","Sobic.009G241900.v3.2","seed_wt","seed_plasma","OK",86.4396,383.502,2.14947,5.78108,5e-05,0.000142862,"yes"
"201552","Sobic.009G243200.v3.2","seed_wt","seed_plasma","OK",0.227942,1.07686,2.24009,2.82269,0.00015,0.000405433,"yes"
"201553","Sobic.009G243400.v3.2","seed_wt","seed_plasma","OK",0.474867,1.63234,1.78135,2.22812,8e-04,0.00194174,"yes"
"201572","Sobic.009G245400.v3.2","seed_wt","seed_plasma","OK",0.43595,1.59471,1.87106,2.56955,4e-04,0.00101761,"yes"
"201593","Sobic.009G247300.v3.2","seed_wt","seed_plasma","OK",7.17993,22.7818,1.66584,3.81115,5e-05,0.000142862,"yes"
"201599","Sobic.009G248000.v3.2","seed_wt","seed_plasma","OK",2.80809,6.23542,1.1509,2.59226,5e-05,0.000142862,"yes"
"201609","Sobic.009G249100.v3.2","seed_wt","seed_plasma","OK",24.5935,54.3516,1.14404,2.99084,5e-05,0.000142862,"yes"
"201631","Sobic.009G251300.v3.2","seed_wt","seed_plasma","OK",4.19595,8.65333,1.04426,2.2729,2e-04,0.000531739,"yes"
"201641","Sobic.009G252400.v3.2","seed_wt","seed_plasma","OK",0.750951,3.48495,2.21435,3.26917,5e-05,0.000142862,"yes"
"201642","Sobic.009G252500.v3.2","seed_wt","seed_plasma","OK",3.45208,13.4158,1.9584,4.24086,5e-05,0.000142862,"yes"
"201643","Sobic.009G252600.v3.2","seed_wt","seed_plasma","OK",5.08783,13.7751,1.43694,2.47839,1e-04,0.000276386,"yes"
"201655","Sobic.009G253800.v3.2","seed_wt","seed_plasma","OK",1.09627,2.29217,1.06411,1.62754,0.00725,0.0147854,"yes"
"201668","Sobic.009G255100.v3.2","seed_wt","seed_plasma","OK",17.6713,52.0326,1.55801,4.3447,5e-05,0.000142862,"yes"
"201672","Sobic.009G255500.v3.2","seed_wt","seed_plasma","OK",73.5083,311.393,2.08276,5.0423,5e-05,0.000142862,"yes"
"201690","Sobic.009G257300.v3.2","seed_wt","seed_plasma","OK",7.7597,16.9998,1.13145,3.00241,5e-05,0.000142862,"yes"
"201694","Sobic.009G257700.v3.2","seed_wt","seed_plasma","OK",51.5713,104.364,1.01698,2.90814,5e-05,0.000142862,"yes"
"201695","Sobic.009G257800.v3.2","seed_wt","seed_plasma","OK",11.6215,25.602,1.13946,3.25157,5e-05,0.000142862,"yes"
"201698","Sobic.009G258100.v3.2","seed_wt","seed_plasma","OK",41.8441,121.056,1.53258,3.86657,5e-05,0.000142862,"yes"
"201701","Sobic.009G258300.v3.2","seed_wt","seed_plasma","OK",51.1109,168.159,1.71812,4.40002,5e-05,0.000142862,"yes"
"201732","Sobic.010G000600.v3.2","seed_wt","seed_plasma","OK",18.4768,59.8695,1.6961,4.85353,5e-05,0.000142862,"yes"
"201742","Sobic.010G001600.v3.2","seed_wt","seed_plasma","OK",40.3188,87.4795,1.11749,2.79546,5e-05,0.000142862,"yes"
"201799","Sobic.010G007500.v3.2","seed_wt","seed_plasma","OK",2.96921,8.02034,1.43358,2.88807,5e-05,0.000142862,"yes"
"201802","Sobic.010G007800.v3.2","seed_wt","seed_plasma","OK",37.2315,152.208,2.03144,4.63103,5e-05,0.000142862,"yes"
"201845","Sobic.010G012001.v3.2","seed_wt","seed_plasma","OK",10.3426,28.125,1.44325,1.81229,0.00485,0.0102279,"yes"
"201879","Sobic.010G015400.v3.2","seed_wt","seed_plasma","OK",4.03703,10.3266,1.355,3.12204,5e-05,0.000142862,"yes"
