"","gene_id","sample_1","sample_2","status","value_1","value_2","log2_fold_change","test_stat","p_value","q_value","significant"
"149401","Sobic.003G260300.v3.2","WT_seed","plasma_seed","OK",2.40763,5.23562,1.12075,2.24187,0.00045,0.00114794,"yes"
"149423","Sobic.003G262200.v3.2","WT_seed","plasma_seed","OK",22.2583,51.2146,1.20221,3.2992,5e-05,0.00014463,"yes"
"149429","Sobic.003G262900.v3.2","WT_seed","plasma_seed","OK",0.553419,2.85538,2.36724,2.79191,0.00015,0.000410655,"yes"
"149445","Sobic.003G264500.v3.2","WT_seed","plasma_seed","OK",1.03579,7.63971,2.88279,4.56442,5e-05,0.00014463,"yes"
"149446","Sobic.003G264600.v3.2","WT_seed","plasma_seed","OK",15.2631,37.9966,1.31582,3.34603,5e-05,0.00014463,"yes"
"149447","Sobic.003G264700.v3.2","WT_seed","plasma_seed","OK",0.656076,1.44481,1.13895,1.64757,0.00555,0.0116824,"yes"
"149453","Sobic.003G265200.v3.2","WT_seed","plasma_seed","OK",6.72785,26.2165,1.96226,5.27808,5e-05,0.00014463,"yes"
"149462","Sobic.003G266100.v3.2","WT_seed","plasma_seed","OK",1.46577,3.4901,1.25161,2.8056,5e-05,0.00014463,"yes"
"149478","Sobic.003G267700.v3.2","WT_seed","plasma_seed","OK",0.74493,1.78907,1.26403,2.34641,5e-05,0.00014463,"yes"
"149488","Sobic.003G268700.v3.2","WT_seed","plasma_seed","OK",0.645349,3.13452,2.28009,3.3849,5e-05,0.00014463,"yes"
"149489","Sobic.003G268800.v3.2","WT_seed","plasma_seed","OK",0.219112,0.748289,1.77193,2.03485,0.0036,0.00785604,"yes"
"149503","Sobic.003G270200.v3.2","WT_seed","plasma_seed","OK",132.734,418.972,1.65831,4.34868,5e-05,0.00014463,"yes"
"149510","Sobic.003G270800.v3.2","WT_seed","plasma_seed","OK",0.752683,3.67389,2.28719,3.9129,5e-05,0.00014463,"yes"
"149520","Sobic.003G271800.v3.2","WT_seed","plasma_seed","OK",446.336,1635.84,1.87383,4.28728,5e-05,0.00014463,"yes"
"149527","Sobic.003G272400.v3.2","WT_seed","plasma_seed","OK",6.11835,12.516,1.03256,2.78849,5e-05,0.00014463,"yes"
"149533","Sobic.003G273000.v3.2","WT_seed","plasma_seed","OK",2.22825,5.47587,1.29718,2.92825,5e-05,0.00014463,"yes"
"149557","Sobic.003G275400.v3.2","WT_seed","plasma_seed","OK",1.289,7.45956,2.53284,4.73678,5e-05,0.00014463,"yes"
"149578","Sobic.003G277500.v3.2","WT_seed","plasma_seed","OK",83.1491,221.991,1.41673,3.8526,5e-05,0.00014463,"yes"
"149580","Sobic.003G277600.v3.2","WT_seed","plasma_seed","OK",9.1082,21.2888,1.22485,3.24068,5e-05,0.00014463,"yes"
"149589","Sobic.003G278400.v3.2","WT_seed","plasma_seed","OK",3.5341,9.66751,1.4518,3.03656,5e-05,0.00014463,"yes"
"149590","Sobic.003G278500.v3.2","WT_seed","plasma_seed","OK",55.5779,130.134,1.22741,2.96326,5e-05,0.00014463,"yes"
"149600","Sobic.003G279300.v3.2","WT_seed","plasma_seed","OK",61.0638,124.023,1.02222,2.50351,5e-05,0.00014463,"yes"
"149602","Sobic.003G279500.v3.2","WT_seed","plasma_seed","OK",4.25653,10.4013,1.28901,3.17752,5e-05,0.00014463,"yes"
"149608","Sobic.003G280100.v3.2","WT_seed","plasma_seed","OK",0.604896,3.81129,2.65552,3.03885,2e-04,0.00053758,"yes"
"149609","Sobic.003G280200.v3.2","WT_seed","plasma_seed","OK",14.4262,70.6009,2.29099,5.50538,5e-05,0.00014463,"yes"
"149637","Sobic.003G282901.v3.2","WT_seed","plasma_seed","OK",0.692514,1.76191,1.34723,1.66962,0.012,0.0237362,"yes"
"149646","Sobic.003G283700.v3.2","WT_seed","plasma_seed","OK",38.0454,160.445,2.07629,5.39165,5e-05,0.00014463,"yes"
"149652","Sobic.003G284200.v3.2","WT_seed","plasma_seed","OK",16.3308,52.2551,1.67798,4.4562,5e-05,0.00014463,"yes"
"149653","Sobic.003G284300.v3.2","WT_seed","plasma_seed","OK",19.4773,51.4397,1.40108,3.98893,5e-05,0.00014463,"yes"
"149664","Sobic.003G285400.v3.2","WT_seed","plasma_seed","OK",1.06081,2.29586,1.11387,1.21225,0.0432,0.0765374,"no"
"149679","Sobic.003G286700.v3.2","WT_seed","plasma_seed","OK",10.0547,27.0988,1.43035,3.65562,5e-05,0.00014463,"yes"
"149688","Sobic.003G287500.v3.2","WT_seed","plasma_seed","OK",15.1919,38.0915,1.32617,3.75236,5e-05,0.00014463,"yes"
"149693","Sobic.003G288000.v3.2","WT_seed","plasma_seed","OK",18.1135,58.7001,1.6963,4.75124,5e-05,0.00014463,"yes"
"149694","Sobic.003G288100.v3.2","WT_seed","plasma_seed","OK",6.48278,17.4029,1.42464,3.31913,5e-05,0.00014463,"yes"
"149712","Sobic.003G289900.v3.2","WT_seed","plasma_seed","OK",20.4086,51.1911,1.32671,3.80332,5e-05,0.00014463,"yes"
"149715","Sobic.003G290100.v3.2","WT_seed","plasma_seed","OK",21.5133,46.4692,1.11105,3.07184,5e-05,0.00014463,"yes"
"149717","Sobic.003G290300.v3.2","WT_seed","plasma_seed","OK",66.8262,209.576,1.64899,4.43831,5e-05,0.00014463,"yes"
"149726","Sobic.003G291100.v3.2","WT_seed","plasma_seed","OK",0.436959,1.10948,1.34431,1.69642,0.00775,0.015871,"yes"
